,0,1,2,3,4,5,6,7,8,9,Cluster_Label
KHC,-3056.3458675218394,-10.860687055990029,56.63383808835996,-42.09948022900974,-24.733230688665262,-8.703024293252806,-30.55925539749649,4.425134797388143,-9.504720084649199,-3.294620506862197,0
TEAM,-863.9800021396611,72.55819193736565,28.90936328212673,-107.0389357829919,37.62608153586092,-79.50972936460299,66.9205505813769,22.495904859172917,-33.018550498401964,-17.6583302577104,0
ADI,-805.4007321533812,-184.50342181137694,-20.438294280993475,20.55012531028082,-36.93366235220085,-23.045680854670906,12.879964187028065,24.80730976401208,25.548051612850802,-24.152612591003287,0
ADSK,-398.41581032027193,-137.87323492599143,14.803650685941584,-10.607484042194368,84.2924850131779,-38.73358540808764,24.43382305613891,5.533144343989146,3.4018579339319555,-16.135104330920736,0
TXN,-1027.195203994522,-258.83693229839673,-60.8624152992274,7.524542292657483,9.212214747337242,-30.5775120978103,22.23318043842627,12.452619241918764,-4.741653621865401,-13.31685400622411,0
IDXX,3826.402209504212,-621.031967612956,-199.47684087104443,171.09844875725847,40.30441778417054,-222.0998125135793,-75.27355738408636,25.71072826105342,131.8609900970572,56.8239202006265,2
CHTR,2361.2980574690164,-146.50166230595985,-97.29063893198067,-356.2276258146131,320.89030533797927,103.84143281111172,51.16865897016849,-158.18917110128928,5.957461315411711,-36.55451028573273,2
ENPH,-1212.1082331785576,-759.9088380355578,-128.42460336684132,65.11556955311039,87.65835744129672,-131.474524751315,50.813597603988796,89.2658146264145,31.12608169494017,-48.81514143694024,0
KLAC,3449.7495085524074,271.05246654697225,-25.62702872059518,184.35947039002508,240.44703585639755,-62.331638773398964,-36.83280490169325,-72.36813531002055,-98.49496305373061,-4.568658300554526,2
REGN,8530.34328933709,-711.3585060631343,149.48237938388732,-197.3884708203495,138.53827188156188,275.8423347274542,280.25570269722255,131.95748775493072,-110.03633076266362,91.4050151760134,3
PAYX,-1828.0062941138467,-31.22158580020054,15.526883917403325,-55.60134060253542,28.837163112486106,-22.446135529405016,-21.66752926475975,-7.189343384249115,-2.5610852668217077,3.5572053258790994,0
CMCSA,-2975.550369630763,55.199248699791404,38.155731570747115,-69.06969549437197,-26.273360166447215,-4.610194459828837,-27.798168271803355,-9.344004456268333,-17.635303468489234,4.70385996849572,0
ROST,-1851.794430778034,2.3062238447736405,80.65815196016761,-43.68316618814939,62.66393260311908,-22.262857419985068,-28.904476019044207,-10.906696110643262,5.271083807256811,8.10653554515881,0
WBA,-3175.0386904855122,-42.650495130710006,35.88978977632336,-41.253719379873694,-25.694322893492014,-21.80853738323621,-24.404802115838294,10.081173161695382,-11.603231393654005,1.5434337769796824,0
PCAR,-2367.9720354314795,79.07456745645108,46.05434882230411,-53.81410495796275,-8.481491056977404,-12.396737612909778,-22.477282997304936,4.072567120285338,14.232243659828738,-5.1952244468456925,0
LRCX,5755.149161936851,439.48151440308067,-176.42142327129295,209.17458009067946,15.123585717890695,-109.68544009733378,-6.86696897402358,-118.8929485770542,-124.30175553768298,1.5743790434969958,2
CDNS,-101.00255008963643,138.37575373194596,51.82969082268653,43.2553289850645,-25.089410885711125,59.17496148687283,42.281925191422715,26.84617998103551,15.335003050040491,-31.00005963880015,0
CRWD,-1178.02034522265,355.2973054963702,234.74436725902373,50.05385842558857,-15.871605785305936,-26.253841393897044,0.6543900970891264,102.51241060464628,16.76389870578019,-18.825795459420572,0
FANG,-1377.3240589782604,-24.99924700213972,67.1511653938045,-118.07086394072707,79.45607335861308,46.42353332127574,-0.31000856987440284,-8.183029788450161,0.34798172177539516,-0.005864573657627479,0
ALGN,1016.5270468700701,-593.2398916366393,-522.395809905988,-152.7246493612396,-297.24279868130986,-156.98589902497332,199.938141213653,-67.03304862012325,22.349343951324773,86.12808084429147,2
SNPS,3123.6005451262754,372.0502155669721,115.30568734173958,159.64164716368268,101.05895516396606,78.8590634793223,71.0990353340561,45.12024605443267,4.824275406235104,-85.97654548561977,2
ZM,-2559.9173525523393,-39.00422400487593,35.8451278086305,-48.515057024814936,-0.8360563367359376,-36.49271512020532,0.927393079121427,-7.340987712217941,-4.185262911230638,-8.024295203746407,0
GOOGL,-1757.0454640242879,134.15501552135999,16.49964425463059,-51.60957709959657,-40.26093440602462,41.65940072295477,-8.042198741852825,-19.979071510365333,-52.27987451590052,4.334026287899262,0
ON,-2314.1184744524544,9.636619596776434,-78.29133287521088,-76.2256912227877,-63.60424854742114,-29.405627833705218,12.415063173379222,-12.42099844211686,-16.968081194001417,-12.06774086946675,0
MU,-2589.8418410877607,69.40371639243332,68.01412132990711,-31.763610872654347,-17.138036122919576,-3.9750903506974766,-23.6375425714422,0.4838653117596371,-24.38844960957094,-2.7452731694673154,0
KDP,-3109.6779311183454,11.286856573405721,54.99703996713937,-61.21795302056652,-25.790011029629373,-15.390733970074077,-20.305176656413302,-2.4171289721481135,-8.739033791802846,0.26290840860492204,0
EXC,-2992.3019196596683,3.3843774758763354,42.859326901078774,-54.663182024141875,-23.852094715591754,5.019319708591784,-20.782170802618115,-3.209826779392631,-3.744546004825698,-0.384021915946969,0
INTU,3827.0141624570633,233.24298396483053,128.91554387841697,-85.04575595748248,82.4390840366429,-20.825451227647278,48.80266043451854,11.654922630905439,57.88628661834578,66.83407624369698,2
FAST,-2750.9111707583806,47.3827252406484,49.80768030174996,-39.6893218012683,-25.072592956860998,0.29984932277307774,-21.519363220717665,7.855009871961024,-3.4655431411914166,-2.0307594188982288,0
NVDA,2210.040322348528,1100.1340196499987,-282.1402855393437,73.43088238224814,-226.1437441792813,98.79378160455113,96.91118283657637,-75.46799929787262,-52.2576572294071,11.41198663218035,2
COST,4704.874201290279,-75.57325758488467,18.969660313597,33.14008020751062,200.4744530621872,18.691658873182508,-6.441118295900088,82.24870213541828,54.16229200227002,-10.392261196132552,2
CSGP,-2398.1697650471906,26.548528537544573,3.422757659982385,-13.435611843874906,0.5058289782950378,-12.234775068657475,-36.92340749971003,-15.143496466409843,-3.266914153794993,-2.4637423272604795,0
XEL,-2642.596974522569,-67.24032402955265,49.18953532472492,-28.729231469430154,-11.293008360256271,9.372640228104013,-27.460932433525826,10.341826429668208,-0.8606157637807342,0.9989798263381043,0
MELI,16247.436290250202,-459.17555114355366,1026.7590575983713,443.70465125874614,-226.60251242491992,-115.13101365143285,134.90208606858698,-156.64725135969533,4.609723018688678,-7.899024742758915,3
LULU,2212.4412999247065,129.2750707076782,171.2777379795911,115.3927773851994,-40.34391688805939,74.50492556587525,-114.3308484304575,107.18470684123437,74.86286379868461,161.5035776439545,2
HON,-609.9990161723416,-233.45200620832594,-20.69156432601501,39.322086551109855,63.3062879505161,12.192958067160125,-31.325907588887553,9.15814048410682,19.23389291140555,-14.72204423691586,0
TSLA,-191.9147776977311,246.35682493053667,-232.99658190932746,-18.25717471843325,-61.98245073985485,-61.75240606826145,173.3696891145265,-33.82535397995354,81.21769563644143,-75.47117718352516,0
DDOG,-2212.0682561074454,149.57615083760174,13.430978113285343,32.57432696410967,-17.031129041536545,-62.24289814697169,-49.654022300221214,-27.48080206125205,12.057375417919332,-27.73352025077379,0
NXPI,-644.9699799465094,-0.6888319226296019,-64.69723776588282,-22.781883028212782,34.516735530716915,-94.79179788553303,15.807690832560406,0.8616251196059995,27.02537248512204,-17.849589735290586,0
GILD,-2397.797606284533,-67.57191929541243,47.88706074119064,-46.91484015233553,7.613166852317115,8.676773924621227,-18.169842747973483,9.154953452366945,-7.056380569366048,3.7331712064739024,0
CSCO,-2830.0465816703127,29.945043893224227,30.174378985527188,-72.71293158531313,-22.524057830698446,4.85272831304764,-4.23990528498772,-3.076456747890636,-18.547550780463258,-3.2336199868166253,0
SIRI,-3548.3846280034004,73.22219460537033,59.458881956480084,-62.46001747648762,-30.077941142499153,-17.05689409835295,-28.98653767130701,0.6270843034990227,-9.426664785310741,1.5583135987370378,0
VRTX,1653.7877714886224,-52.95055585693628,-31.254916294821058,24.46816915165871,28.17160010113249,163.1497753112726,-61.18735479466973,70.96449708182514,-23.53124750458158,50.660254102910805,2
ASML,6614.387399625382,-741.4953851834825,-286.2291283048989,608.7352909293535,164.2553019476583,-95.5237459765899,-13.490583040478441,-1.49606385008725,-87.77618720870036,-16.170979564962092,3
ADP,-63.90458046190474,-137.28400142611142,-58.73512774303145,-134.7625850793503,93.5936677309352,10.97206775266351,-4.02735250284732,-38.6748764066798,-24.821995983229318,1.2452825958755027,0
CSX,-3131.483495307249,40.197886791457464,46.69174212295819,-45.26648145451679,-25.32767332110105,-9.364869696428388,-28.475481098850153,2.1680540158604797,-7.423194454989811,-1.1301093355295682,0
CTAS,3930.6498767634384,-64.98075292246362,30.737651105383062,118.92635459680291,127.13474702052397,114.33529656248756,-13.993521440745065,19.234600856464457,43.865168298655746,-21.927327135239263,2
MAR,-727.0330982262411,44.26293922629931,20.620781856355794,-70.5748580112361,15.327468662593636,-20.200562554339747,-36.93195980569836,-27.010222929638914,-0.9429858556742744,-5.455679749343095,0
ABNB,-1670.5977009857381,21.340843708622582,-17.36872155266494,-69.108803623984,-41.336146274802154,-57.56301659573424,14.566330507072257,-1.4763265130893009,56.01133123286514,-16.051357435987956,0
BIIB,561.3402956807946,-531.8011366638997,-141.03296447461045,81.78023098635859,-20.721539284929033,119.58534807372506,-34.94166348550286,7.1672777985768725,-92.56579060160094,9.220245414177137,2
GFS,-2698.921514625525,-48.8251176546756,23.768283614198666,-43.24931709177103,-24.844977995783275,-19.556547709311417,11.573806761413083,16.889347115739607,7.640564600005578,-19.530486902072408,0
DXCM,-1895.7509797934617,-134.64433123157335,-24.27086425884525,90.5712998883882,-72.69692314109487,-56.33015625823207,-43.5174777513265,9.299671262010717,37.52779972950106,3.820337394885516,0
SGEN,-580.3955922036572,61.83376900650612,78.76358914257327,-30.984311886300326,-165.9571689447352,136.54907636948852,56.032453634480504,104.12720773799175,1.259061203901218,-16.31955064720831,0
ADBE,3713.938093937709,847.9605407879028,-31.825365148869423,18.07055980016604,204.78104815635703,33.376457999132526,110.6776405274787,-108.20405052996526,78.33262646816699,117.94898115511235,2
AMAT,-1545.4534202666678,105.93769366074999,-0.9097800986183854,-11.414739355562002,-9.089113858997372,-21.291596257937908,6.199837151327692,-13.550199620364126,-33.250613102946545,-14.377631008833962,0
EA,-1673.9893210253103,-28.292499233423023,28.47471179381883,18.962259013490556,7.002801615189829,30.95823167603964,-44.20639235408925,18.904192731093076,10.258742142974477,11.161880546049503,0
WDAY,-285.56275053959854,142.6473177486788,33.51634626797942,9.283107799378481,-32.494264744011765,-73.96193469420821,40.252494577054584,-11.311535995875525,13.949229814803818,29.10369443110627,0
BKR,-3115.969555503921,64.9275512751267,42.817912377777596,-76.00307743411976,-16.445645950402323,-9.703945474911583,-20.600921072577727,-9.354247535001813,-5.975977956516041,-0.33829110117820144,0
TMUS,-1412.8531428028327,-124.6529082933932,86.02473330028941,-32.167091954367365,39.02871538682739,19.738681856494242,-22.989324312294666,21.37369277917518,22.977996662871252,-7.809335379994701,0
AEP,-2319.975736704739,-127.89296897545411,36.5610191183818,-22.842633175202145,-5.360895702487212,2.5424669284417583,-25.03019134237878,8.281307894346922,6.112611486508082,1.5036156497789062,0
META,522.5952295085868,595.9575098732744,-72.57146753918593,24.515356819451007,-173.75531030968602,123.65579254781616,6.813188649807679,-1.410392944539309,9.33221271280945,5.291065981681881,2
ORLY,10473.1801031404,-514.3098207295437,-235.87135940240245,271.08443768325947,-31.044418064342853,470.89158658655487,-107.97242166182605,-110.4121569619947,113.8690115892384,-73.13649200413543,3
GEHC,-2480.7994811195404,-55.128500563177404,19.738278229063095,-3.192032411064565,-63.05202245638359,3.6011859616184196,-12.102888588624856,21.85655028773218,1.3818418791742155,-11.178618342284413,0
CTSH,-2598.2247282881563,32.6474394308938,43.85854277642924,-61.11498192353094,-4.4065134643001,-18.927911719214705,-23.36136745964404,-13.255885440149138,-10.669401416326968,-1.93476451462014,0
SBUX,-2064.05447642418,-113.54262510701395,42.03079006922486,-23.166293255698356,1.2291323713265148,19.273051124166688,-33.04721279849565,-15.27771801313668,1.502985303132877,-0.624975097526654,0
AZN,-2561.1262585162503,-42.02071943589738,24.98385842286597,-38.881936496211786,-40.500759762832054,22.533082096416436,-27.309517230853405,3.9878605600653354,-26.325118437466397,4.263880574711601,0
ODFL,2082.3102971239896,27.333331306283878,-111.05170697564326,-264.7026095514421,140.47556439168602,-10.966389680240484,117.1364978874641,-108.74907013636721,101.10749296748462,-23.603628352118484,2
